['{gripper,{231,48},91,92,80,81,85,91,94,96,98,15,14,13,13,13,13,70,82,81,78,74,71,70,94,95,90,87,86,86,88,97,84,72,64,59,55,52,50,50,50,50,52,55,59,64,72,79,91,95,87,86}', '{table,{311,309},329,332,340,354,351,288,247,220,201,187,178,173,170,170,173,178,187,201,220,247,288,349,336,323,315,312,315,323,336,317,298,284,277,267,224,229,181,195,193,190,190,192,198,208,224,245,276,320,340,332}', '{yellow block,{210,313},43,40,36,33,32,31,30,30,30,31,33,35,39,44,50,51,50,49,50,50,51,50,49,48,47,43,37,33,30,29,28,27,26,27,27,29,30,33,37,41,48,49,49,50,52,54,53,50,49,48}', '{green block,{166,217},42,43,38,33,31,29,27,26,27,26,27,27,30,31,34,38,42,42,40,40,41,42,41,41,41,43,43,37,33,30,26,27,25,24,24,25,25,26,28,30,34,38,40,41,42,43,44,42,42,43}', '{blue block,{387,328},45,44,40,36,34,33,31,32,31,31,33,35,38,42,47,52,50,49,49,49,50,51,48,46,45,45,42,37,35,32,30,30,30,29,29,30,32,34,38,42,48,50,49,49,50,52,54,52,49,47}', '{red block,{345,196},39,40,41,42,42,40,40,40,41,37,32,29,28,27,25,25,25,25,25,27,28,31,35,39,39,39,40,41,41,40,38,38,38,37,34,29,27,25,24,23,23,23,23,24,25,28,30,33,39,40}']
['{gripper,{231,48},92,93,81,82,85,91,95,96,99,16,14,14,14,14,14,71,82,81,77,74,71,69,94,94,89,86,85,85,88,96,84,72,64,59,55,52,50,50,50,50,52,55,59,64,72,77,90,95,88,86}', '{table,{311,309},329,332,340,354,351,288,247,220,201,187,179,173,170,170,173,178,187,201,220,247,288,349,336,323,315,312,315,323,336,316,297,284,276,265,222,228,180,193,192,190,190,192,198,208,223,244,274,318,340,332}', '{yellow block,{211,314},42,38,34,33,31,29,29,29,29,31,32,34,37,42,48,50,49,49,49,50,51,50,49,48,47,44,38,34,30,28,28,27,27,27,28,29,30,33,37,43,48,49,49,50,52,54,53,50,49,47}', '{green block,{166,218},42,42,37,33,30,29,28,26,27,26,27,28,30,32,35,38,41,41,39,39,40,40,40,40,41,42,44,37,32,28,26,25,25,24,24,25,25,26,27,30,32,39,41,41,42,43,44,44,43,43}', '{blue block,{388,328},45,43,39,36,34,33,31,30,30,31,33,35,38,41,47,51,50,49,49,50,50,50,49,47,45,45,43,37,34,32,31,30,30,29,29,30,32,34,38,42,47,49,49,49,50,52,52,51,48,46}', '{red block,{345,197},40,41,41,42,42,41,40,40,38,35,32,29,27,26,24,24,24,24,26,27,28,30,34,37,38,39,40,40,41,40,38,38,38,37,35,30,28,26,24,23,23,24,24,25,25,28,30,35,40,41}']
['{gripper,{231,54},89,93,90,83,86,91,98,98,102,18,17,17,17,17,17,76,84,83,78,75,71,69,68,95,91,88,86,87,89,92,94,81,72,66,61,58,56,56,56,56,58,61,66,70,69,74,83,93,89,87}', '{table,{311,309},329,332,340,354,351,290,249,221,201,188,179,174,171,171,174,179,188,202,221,249,290,349,336,323,315,312,315,323,336,316,297,284,277,211,219,230,171,187,193,191,190,193,198,209,224,245,276,320,340,332}', '{yellow block,{211,314},42,38,35,33,31,29,29,29,29,30,32,34,37,42,48,51,50,49,49,50,51,50,49,47,47,44,37,33,30,28,28,27,27,27,27,29,30,33,38,43,48,49,49,50,52,54,53,50,48,47}', '{green block,{166,218},43,43,37,33,30,29,28,27,27,27,27,28,30,33,35,38,41,41,40,40,41,42,40,41,41,43,44,37,32,27,26,25,25,24,24,25,25,26,27,29,31,38,42,42,42,43,44,44,43,43}', '{blue block,{388,328},45,44,39,36,34,31,31,30,30,31,33,35,38,41,48,52,50,49,49,50,50,50,49,47,46,45,43,37,34,32,31,30,29,29,29,30,31,34,37,41,47,49,49,49,50,52,53,51,48,46}', '{red block,{345,197},40,41,42,42,43,41,41,41,40,36,32,29,27,26,25,24,24,24,26,27,28,30,34,37,38,39,40,41,41,40,38,38,38,37,35,30,28,26,24,23,23,24,24,25,25,28,30,35,41,41}']
['{gripper,{233,64},87,89,95,94,90,94,102,106,109,107,30,29,29,29,80,92,90,82,76,72,70,67,66,69,95,92,89,90,92,94,97,95,85,77,72,69,67,66,66,67,69,72,77,77,68,62,63,71,86,91}', '{table,{312,311},328,331,339,353,349,286,246,219,199,186,177,172,169,169,172,177,186,199,219,246,286,347,337,324,316,313,316,324,337,319,300,286,278,191,210,230,152,167,196,193,192,195,201,211,227,247,279,324,339,331}', '{yellow block,{211,314},42,38,35,33,31,29,29,29,29,30,32,34,37,42,48,51,50,49,50,50,51,50,48,47,47,44,38,33,30,28,28,27,27,27,27,29,30,33,38,44,48,49,49,50,52,54,53,50,48,47}', '{green block,{166,218},43,42,37,33,30,29,28,27,27,27,27,28,31,33,35,38,41,41,40,40,41,42,40,41,41,43,44,37,33,27,26,25,25,24,24,25,25,26,27,29,31,38,42,42,42,43,44,44,43,43}', '{blue block,{388,328},45,44,39,36,34,31,31,30,30,31,33,35,38,42,47,51,51,50,49,50,50,51,49,47,46,45,43,37,34,32,31,30,29,28,29,30,31,33,37,40,47,49,49,49,50,52,53,51,48,46}', '{red block,{345,197},40,41,42,42,43,41,41,40,40,37,32,29,28,26,25,24,24,24,25,27,28,30,34,37,38,39,40,41,41,40,38,38,38,37,35,31,28,26,25,24,23,24,24,25,25,28,30,36,41,41}']
['{gripper,{237,83},80,79,83,91,92,85,91,99,102,109,36,34,33,33,33,86,94,92,85,80,77,75,74,74,75,72,95,87,79,59,46,50,59,75,93,89,86,85,85,86,89,92,77,66,59,54,50,52,61,78}', '{table,{313,314},327,330,338,352,343,281,242,215,196,183,174,168,166,166,168,174,183,196,215,242,281,343,338,325,317,314,317,325,338,322,303,290,282,182,220,206,139,166,199,196,195,197,204,215,230,251,283,327,338,330}', '{yellow block,{211,314},42,38,35,33,30,29,29,29,29,30,32,34,37,42,48,51,50,49,50,50,51,50,48,47,47,44,38,33,30,28,28,27,27,27,28,29,30,33,38,43,48,49,49,50,52,54,53,50,48,48}', '{green block,{166,218},43,42,37,33,30,29,28,26,27,27,27,28,30,33,35,38,41,41,40,40,41,42,40,41,41,43,44,37,33,28,26,25,25,24,24,24,25,26,27,29,32,38,41,42,42,43,44,44,43,43}', '{blue block,{387,328},45,45,40,36,34,33,32,30,31,33,34,35,39,43,48,51,50,49,49,49,50,50,48,46,45,44,42,37,33,31,30,28,29,28,28,29,30,32,36,40,47,50,49,49,50,52,54,52,49,47}', '{red block,{345,197},40,41,42,42,43,41,41,41,40,37,32,30,28,27,25,24,24,25,26,27,29,30,34,38,38,39,40,41,41,40,38,38,38,37,35,31,28,26,25,24,24,24,24,25,27,28,30,36,41,41}']
['{gripper,{242,94},61,79,77,81,92,96,90,98,107,111,115,45,44,43,41,89,100,96,88,83,79,77,76,76,73,73,74,78,58,44,45,50,60,88,104,100,97,96,96,97,100,97,83,70,62,55,51,48,46,49}', '{table,{314,316},326,329,337,351,339,278,239,212,194,181,172,166,164,164,166,172,181,194,212,239,278,341,339,326,318,315,318,326,339,325,307,293,284,172,203,187,126,152,201,197,196,199,205,216,231,254,285,331,337,329}', '{yellow block,{211,314},42,38,35,33,30,29,29,29,29,30,32,34,37,42,48,51,50,49,50,50,51,50,49,47,47,44,38,33,30,28,28,27,27,27,28,29,30,33,38,43,48,49,49,50,52,54,53,50,48,48}', '{green block,{166,218},42,42,37,33,30,29,27,26,27,26,27,27,30,32,35,38,41,41,40,40,41,42,40,41,41,43,44,37,33,29,26,25,25,24,24,24,25,26,27,29,32,37,41,42,41,44,44,44,43,43}', '{blue block,{387,328},46,45,40,36,34,33,31,30,31,33,34,35,39,43,47,51,50,49,49,49,49,50,48,46,45,45,41,37,33,32,30,28,29,28,28,29,30,32,36,40,47,50,49,50,50,52,54,52,49,47}', '{red block,{345,197},40,41,42,42,43,41,41,41,40,37,32,30,28,27,25,24,24,25,26,27,29,31,35,38,39,39,40,40,41,40,39,38,38,37,34,31,28,27,25,24,24,24,24,25,27,28,31,36,41,41}']
['{gripper,{236,109},45,44,46,67,84,86,100,102,109,122,127,128,62,59,59,105,111,102,95,88,82,80,78,72,71,77,64,37,39,42,46,53,73,81,104,116,112,111,111,112,116,120,84,70,62,56,51,50,47,47}', '{table,{315,317},325,328,336,350,337,276,237,211,192,180,171,165,163,163,165,171,180,192,211,237,276,337,340,327,319,316,319,327,340,327,308,294,286,282,161,101,118,210,201,198,197,199,207,217,232,254,287,332,336,328}', '{yellow block,{211,314},42,38,35,32,30,29,29,29,29,30,32,34,37,42,48,51,50,49,50,50,51,50,49,48,47,44,38,33,30,28,28,27,27,27,28,29,30,33,38,43,48,49,49,50,52,54,53,50,48,48}', '{green block,{162,221},46,43,37,33,30,28,27,26,27,26,26,27,29,31,34,36,37,36,36,36,36,36,36,36,37,38,40,40,34,31,28,27,26,25,26,26,26,28,29,31,34,38,34,32,30,29,30,31,47,47}', '{blue block,{388,328},45,44,39,36,34,31,31,30,30,31,33,35,38,42,47,51,51,50,50,50,50,51,49,47,46,46,42,37,34,32,30,29,29,28,29,30,31,33,37,40,47,49,49,49,50,52,54,51,48,46}', '{red block,{345,197},40,41,42,42,43,41,40,40,40,37,32,30,28,27,25,24,24,24,25,27,28,30,35,38,39,39,40,41,40,40,40,38,38,37,35,31,28,27,25,24,24,24,24,25,27,28,31,36,41,41}']
['{gripper,{234,114},46,47,47,48,66,88,95,113,114,130,136,136,71,68,99,114,111,101,95,87,82,79,73,72,75,37,37,39,42,46,59,68,71,90,125,121,118,116,116,118,121,111,79,70,61,56,52,49,47,48}', '{table,{315,317},325,328,336,350,337,276,237,211,192,180,171,165,163,163,165,171,180,192,211,237,276,339,340,327,319,316,319,327,340,327,308,294,286,281,86,90,193,209,201,198,197,200,207,217,232,255,287,332,336,328}', '{yellow block,{211,314},42,39,35,32,30,29,29,29,29,30,32,34,37,42,48,51,50,49,50,50,51,50,49,48,47,44,38,33,30,28,28,27,27,27,28,29,30,33,38,43,48,49,49,50,52,54,52,50,48,48}', '{green block,{158,222},46,44,38,33,31,29,28,28,27,27,28,28,31,33,34,35,34,32,32,32,33,32,32,31,33,34,36,37,33,30,28,25,25,24,24,25,26,27,29,30,34,38,36,33,32,30,30,30,30,32}', '{blue block,{387,328},45,45,40,36,34,33,32,30,31,33,33,35,39,43,48,51,51,49,49,49,50,50,48,46,46,45,41,37,33,31,29,28,28,28,28,29,30,32,36,40,47,49,49,50,50,52,54,53,49,47}', '{red block,{346,197},39,40,41,41,42,41,40,40,40,37,32,30,29,27,26,25,25,25,26,27,29,30,35,39,40,39,39,40,40,40,40,38,38,37,34,30,28,26,25,24,23,23,23,24,25,28,30,36,40,40}']
['{gripper,{227,116},50,47,48,49,52,92,97,116,118,135,143,71,75,73,110,120,111,101,93,86,82,73,71,76,35,36,38,40,42,51,60,62,71,101,130,124,120,118,118,120,117,109,94,68,59,55,51,48,47,47}', '{table,{316,317},324,327,335,349,337,276,237,211,192,180,171,165,163,163,165,171,180,192,211,237,276,339,341,328,320,317,320,328,341,328,308,294,287,282,160,93,203,208,201,198,197,199,207,217,232,254,286,332,335,327}', '{yellow block,{211,314},42,39,35,32,30,29,29,29,29,30,32,34,37,42,48,51,50,49,50,50,51,50,49,48,47,44,38,33,30,29,28,27,27,27,28,29,30,33,38,43,48,49,49,50,52,54,53,50,48,48}', '{green block,{154,223},29,34,37,35,32,30,29,29,28,28,29,29,32,33,33,31,30,29,29,28,29,28,27,27,28,29,30,33,33,30,28,25,24,23,24,23,24,26,28,30,33,35,32,30,28,28,27,27,27,28}', '{blue block,{387,328},45,45,40,36,34,33,31,30,31,33,33,35,39,43,47,51,50,49,49,49,50,50,48,46,46,45,41,37,33,31,29,28,28,28,28,29,30,32,36,40,47,50,49,50,50,52,53,53,49,47}', '{red block,{345,197},40,41,42,42,43,41,40,41,40,37,32,30,28,27,25,25,25,25,26,27,29,30,35,38,40,41,40,40,40,40,39,38,38,37,34,30,28,26,25,24,24,24,24,25,27,28,31,36,41,41}']
['{gripper,{232,124},45,46,48,50,53,55,102,120,124,139,147,87,83,81,120,126,113,101,91,86,76,74,75,35,35,35,36,42,46,48,50,57,68,111,139,132,128,126,126,128,110,99,90,81,58,54,50,47,46,45}', '{table,{316,318},324,327,335,349,335,274,236,209,191,178,170,164,162,162,164,170,178,191,209,236,274,335,341,328,320,317,320,328,341,328,310,295,287,282,71,78,183,200,202,198,198,201,208,217,233,256,287,333,335,327}', '{yellow block,{211,314},42,39,35,32,30,29,29,29,29,30,32,34,38,43,49,51,50,49,50,50,51,50,49,48,47,44,38,33,30,29,28,27,27,27,28,29,30,33,39,42,48,49,49,50,52,53,52,50,48,48}', '{green block,{155,223},28,30,33,35,34,30,29,28,28,28,28,29,31,33,33,32,31,30,29,29,29,29,28,28,29,31,31,34,33,30,28,25,24,23,24,24,25,27,28,31,34,38,36,32,28,28,27,26,26,28}', '{blue block,{387,328},45,45,40,36,34,33,31,30,31,33,34,35,39,43,47,51,50,49,49,49,50,50,48,47,46,45,41,37,33,31,29,28,28,28,28,29,30,32,36,40,47,50,49,50,50,52,53,52,49,47}', '{red block,{346,197},39,40,41,41,42,41,40,39,40,37,33,30,28,27,26,25,25,25,26,27,29,30,35,38,38,39,40,40,41,40,40,38,38,37,34,30,27,26,25,24,23,23,24,25,25,28,30,36,40,40}']
